N,frame_id,mode,yolo_ran,refreshed,sim,iou,lost_counter,frame_ms
6,1,DETECT,1,1,,,0,122.109
6,2,TRACK,0,0,0.9866,,0,43.697
6,3,TRACK,0,0,0.9882,,0,38.844
6,4,TRACK,0,0,0.9786,,0,27.165
6,5,TRACK,0,0,0.9768,,0,29.562
6,6,TRACK,1,1,0.9661,0.7446,0,74.694
6,7,TRACK,0,0,0.9709,,0,24.156
6,8,TRACK,0,0,0.9666,,0,28.297
6,9,TRACK,0,0,0.9612,,0,32.858
6,10,TRACK,0,0,0.9660,,0,33.502
6,11,TRACK,0,0,0.9617,,0,30.322
6,12,TRACK,1,1,0.9632,0.9172,0,68.869
6,13,TRACK,0,0,0.9566,,0,30.243
6,14,TRACK,0,0,0.9651,,0,34.471
6,15,TRACK,0,0,0.9564,,0,29.009
6,16,TRACK,0,0,0.9639,,0,27.002
6,17,TRACK,0,0,0.9594,,0,37.229
6,18,TRACK,1,1,0.9620,0.8930,0,72.103
6,19,TRACK,0,0,0.9316,,0,23.924
6,20,TRACK,0,0,0.9308,,0,22.607
6,21,TRACK,0,0,0.9197,,0,32.859
6,22,TRACK,0,0,0.9208,,0,30.777
6,23,TRACK,0,0,0.9223,,0,34.179
6,24,TRACK,1,1,0.9224,0.8985,0,62.731
6,25,TRACK,0,0,0.9480,,0,34.007
6,26,TRACK,0,0,0.9475,,0,34.957
6,27,TRACK,0,0,0.9417,,0,27.137
6,28,TRACK,0,0,0.9359,,0,30.769
6,29,TRACK,0,0,0.9340,,0,31.134
6,30,TRACK,1,1,0.9366,0.8932,0,74.460
6,31,TRACK,0,0,0.9274,,0,20.177
6,32,TRACK,0,0,0.9190,,0,29.097
6,33,TRACK,0,0,0.9215,,0,31.076
6,34,TRACK,0,0,0.9191,,0,27.574
6,35,TRACK,0,0,0.9161,,0,30.456
6,36,TRACK,1,1,0.9140,0.8982,0,65.709
6,37,TRACK,0,0,0.8918,,0,20.900
6,38,TRACK,0,0,0.8903,,0,31.660
6,39,TRACK,0,0,0.8927,,0,26.647
6,40,TRACK,0,0,0.8866,,0,35.534
6,41,TRACK,0,0,0.8873,,0,31.613
6,42,TRACK,1,1,0.8820,0.9107,0,66.607
6,43,TRACK,0,0,0.9237,,0,17.116
6,44,TRACK,0,0,0.9081,,0,39.162
6,45,TRACK,0,0,0.9124,,0,28.305
6,46,TRACK,0,0,0.9152,,0,26.860
6,47,TRACK,0,0,0.9190,,0,28.077
6,48,TRACK,1,1,0.9119,0.8993,0,66.962
6,49,TRACK,0,0,0.9529,,0,20.884
6,50,TRACK,0,0,0.9439,,0,32.191
6,51,TRACK,0,0,0.9529,,0,20.140
6,52,TRACK,0,0,0.9446,,0,23.165
6,53,TRACK,0,0,0.9480,,0,29.755
6,54,TRACK,1,1,0.9424,0.9076,0,66.879
6,55,TRACK,0,0,0.8924,,0,20.109
6,56,TRACK,0,0,0.8962,,0,25.782
6,57,TRACK,0,0,0.8953,,0,26.324
6,58,TRACK,0,0,0.8948,,0,29.642
6,59,TRACK,0,0,0.8909,,0,26.438
6,60,TRACK,1,1,0.8948,0.8945,0,55.388
6,61,TRACK,0,0,0.9071,,0,26.449
6,62,TRACK,0,0,0.9056,,0,26.445
6,63,TRACK,0,0,0.9001,,0,18.316
6,64,TRACK,0,0,0.9037,,0,13.655
6,65,TRACK,0,0,0.9032,,0,17.044
6,66,TRACK,1,1,0.9041,0.9394,0,34.766
6,67,TRACK,0,0,0.9561,,0,9.600
6,68,TRACK,0,0,0.9595,,0,23.895
6,69,TRACK,0,0,0.9592,,0,15.389
6,70,TRACK,0,0,0.9584,,0,16.257
6,71,TRACK,0,0,0.9524,,0,15.380
6,72,TRACK,1,1,0.9570,0.8745,0,36.138
6,73,TRACK,0,0,0.9046,,0,22.849
6,74,TRACK,0,0,0.9028,,0,16.933
6,75,TRACK,0,0,0.8990,,0,15.592
6,76,TRACK,0,0,0.9042,,0,15.662
6,77,TRACK,0,0,0.9026,,0,16.447
6,78,TRACK,1,1,0.9023,0.8651,0,37.076
6,79,TRACK,0,0,0.9771,,0,18.522
6,80,TRACK,0,0,0.9795,,0,16.167
6,81,TRACK,0,0,0.9753,,0,13.476
6,82,TRACK,0,0,0.9741,,0,13.173
6,83,TRACK,0,0,0.9703,,0,13.724
6,84,TRACK,1,1,0.9712,0.8405,0,32.067
6,85,TRACK,0,0,0.9592,,0,11.350
6,86,TRACK,0,0,0.9585,,0,17.264
6,87,TRACK,0,0,0.9555,,0,14.860
6,88,TRACK,0,0,0.9572,,0,16.082
6,89,TRACK,0,0,0.9553,,0,14.519
6,90,TRACK,1,1,0.9510,0.9235,0,40.388
6,91,TRACK,0,0,0.9116,,0,9.622
6,92,TRACK,0,0,0.9130,,0,16.617
6,93,TRACK,0,0,0.9083,,0,17.839
6,94,TRACK,0,0,0.9084,,0,15.323
6,95,TRACK,0,0,0.9032,,0,16.683
6,96,TRACK,1,1,0.8966,0.9088,0,34.284
6,97,TRACK,0,0,0.9646,,0,11.813
6,98,TRACK,0,0,0.9666,,0,14.520
6,99,TRACK,0,0,0.9597,,0,14.146
6,100,TRACK,0,0,0.9618,,0,14.067
6,101,TRACK,0,0,0.9582,,0,13.818
6,102,TRACK,1,1,0.9565,0.8379,0,32.864
6,103,TRACK,0,0,0.8980,,0,10.413
6,104,TRACK,0,0,0.8947,,0,13.739
6,105,TRACK,0,0,0.8930,,0,14.194
6,106,TRACK,0,0,0.8935,,0,16.831
6,107,TRACK,0,0,0.8917,,0,16.288
6,108,TRACK,1,1,0.8906,0.9005,0,38.880
6,109,TRACK,0,0,0.9468,,0,16.732
6,110,TRACK,0,0,0.9444,,0,16.823
6,111,TRACK,0,0,0.9390,,0,15.801
6,112,TRACK,0,0,0.9455,,0,16.899
6,113,TRACK,0,0,0.9415,,0,14.237
6,114,TRACK,1,1,0.9459,0.8701,0,35.434
6,115,TRACK,0,0,0.8276,,0,14.929
6,116,TRACK,0,0,0.8248,,0,16.102
6,117,TRACK,0,0,0.8253,,0,14.244
6,118,TRACK,0,0,0.8245,,0,13.907
6,119,TRACK,0,0,0.8235,,0,14.972
6,120,TRACK,1,1,0.8209,0.7846,0,31.060
6,121,TRACK,0,0,0.8067,,0,12.656
6,122,TRACK,0,0,0.8051,,0,17.224
6,123,TRACK,0,0,0.8056,,0,16.522
6,124,TRACK,0,0,0.8010,,0,16.719
