N,frame_id,mode,yolo_ran,refreshed,sim,iou,lost_counter,frame_ms
9,94,TRACK,0,0,0.9502,,0,12.180
9,95,TRACK,0,0,0.9436,,0,15.836
9,96,TRACK,0,0,0.9410,,0,12.108
9,97,TRACK,0,0,0.9458,,0,21.210
9,98,TRACK,0,0,0.9395,,0,14.143
9,99,TRACK,1,1,0.9423,0.8239,0,32.920
9,100,TRACK,0,0,0.9512,,0,13.346
9,101,TRACK,0,0,0.9524,,0,15.786
9,102,TRACK,0,0,0.9499,,0,13.800
9,103,TRACK,0,0,0.9496,,0,13.591
9,104,TRACK,0,0,0.9400,,0,13.500
9,105,TRACK,0,0,0.9376,,0,14.947
9,106,TRACK,0,0,0.9372,,0,13.171
9,107,TRACK,0,0,0.9360,,0,13.995
9,108,TRACK,1,1,0.9340,0.8624,0,34.557
9,109,TRACK,0,0,0.9710,,0,22.504
9,110,TRACK,0,0,0.9684,,0,17.041
9,111,TRACK,0,0,0.9632,,0,15.348
9,112,TRACK,0,0,0.9688,,0,15.579
9,113,TRACK,0,0,0.9660,,0,12.516
9,114,TRACK,0,0,0.9697,,0,13.526
9,115,TRACK,0,0,0.9655,,0,14.299
9,116,TRACK,0,0,0.9677,,0,14.050
9,117,TRACK,1,1,0.9672,0.8778,0,34.085
9,118,TRACK,0,0,0.8687,,0,6.960
9,119,TRACK,0,0,0.8684,,0,14.338
9,120,TRACK,0,0,0.8647,,0,13.533
9,121,TRACK,0,0,0.8664,,0,14.147
9,122,TRACK,0,0,0.8664,,0,15.207
9,123,TRACK,0,0,0.8693,,0,12.480
9,124,TRACK,0,0,0.8580,,0,14.021
9,125,TRACK,0,0,0.8634,,0,14.250
9,126,TRACK,1,1,0.8669,0.7781,0,33.038
9,127,TRACK,0,0,0.7999,,0,11.066
9,128,TRACK,0,0,0.7942,,0,11.081
9,129,TRACK,0,0,0.7973,,0,8.899
9,130,TRACK,0,0,0.7946,,0,12.218
9,131,TRACK,0,0,0.7945,,0,15.585
9,132,TRACK,0,0,0.7921,,0,16.538
9,133,TRACK,0,0,0.7925,,0,15.945
9,134,TRACK,0,0,0.7923,,0,14.855
9,135,TRACK,1,1,0.7930,0.9257,0,32.838
9,136,TRACK,0,0,0.9435,,0,11.885
9,137,TRACK,0,0,0.9436,,0,18.626
9,138,TRACK,0,0,0.9451,,0,15.426
9,139,TRACK,0,0,0.9445,,0,11.455
9,140,TRACK,0,0,0.9424,,0,15.301
9,141,TRACK,0,0,0.9422,,0,12.320
9,142,TRACK,0,0,0.9426,,0,16.242
9,143,TRACK,0,0,0.9443,,0,15.416
9,144,TRACK,1,1,0.9441,0.9185,0,34.872
9,145,TRACK,0,0,0.9597,,0,14.731
9,146,TRACK,0,0,0.9609,,0,15.797
9,147,TRACK,0,0,0.9604,,0,14.313
9,148,TRACK,0,0,0.9651,,0,14.302
9,149,TRACK,0,0,0.9588,,0,13.362
9,150,TRACK,0,0,0.9596,,0,9.411
9,151,TRACK,0,0,0.9576,,0,11.264
9,152,TRACK,0,0,0.9656,,0,20.659
9,153,TRACK,1,1,0.9588,0.9044,0,32.840
9,154,TRACK,0,0,0.8949,,0,10.487
9,155,TRACK,0,0,0.8948,,0,17.500
9,156,TRACK,0,0,0.8902,,0,16.481
9,157,TRACK,0,0,0.8937,,0,12.811
9,158,TRACK,0,0,0.8937,,0,17.151
9,159,TRACK,0,0,0.8886,,0,10.568
9,160,TRACK,0,0,0.8868,,0,14.174
9,161,TRACK,0,0,0.8914,,0,13.514
9,162,TRACK,1,1,0.8880,0.8922,0,32.429
9,163,TRACK,0,0,0.9445,,0,11.580
9,164,TRACK,0,0,0.9419,,0,17.516
9,165,TRACK,0,0,0.9457,,0,14.684
9,166,TRACK,0,0,0.9444,,0,14.561
9,167,TRACK,0,0,0.9450,,0,20.369
9,168,TRACK,0,0,0.9372,,0,14.212
9,169,TRACK,0,0,0.9395,,0,13.735
9,170,TRACK,0,0,0.9403,,0,13.578
9,171,TRACK,1,1,0.9409,0.8572,0,33.261
9,172,TRACK,0,0,0.7768,,0,20.676
9,173,TRACK,0,0,0.7783,,0,15.512
9,174,TRACK,0,0,0.7789,,0,15.646
9,175,TRACK,0,0,0.7780,,0,12.343
9,176,TRACK,0,0,0.7724,,0,13.561
9,177,TRACK,0,0,0.7759,,0,13.997
9,178,TRACK,0,0,0.7770,,0,14.208
9,179,TRACK,0,0,0.7783,,0,13.909
9,180,TRACK,1,1,0.7758,0.8325,0,31.257
9,181,TRACK,0,0,0.8936,,0,12.886
9,182,TRACK,0,0,0.8903,,0,11.113
9,183,TRACK,0,0,0.8900,,0,14.159
9,184,TRACK,0,0,0.8914,,0,13.867
9,185,TRACK,0,0,0.8887,,0,13.424
9,186,TRACK,0,0,0.8866,,0,16.084
9,187,TRACK,0,0,0.8860,,0,12.272
9,188,TRACK,0,0,0.8880,,0,20.178
9,189,TRACK,1,1,0.8872,0.8947,0,33.631
9,190,TRACK,0,0,0.9162,,0,11.739
9,191,TRACK,0,0,0.9154,,0,11.286
9,192,TRACK,0,0,0.9108,,0,14.512
