N,frame_id,mode,yolo_ran,refreshed,sim,iou,lost_counter,frame_ms
10,79,TRACK,0,0,0.9151,,0,13.175
10,80,TRACK,1,1,0.9149,0.8772,0,36.227
10,81,TRACK,0,0,0.9643,,0,23.756
10,82,TRACK,0,0,0.9614,,0,15.998
10,83,TRACK,0,0,0.9608,,0,13.839
10,84,TRACK,0,0,0.9601,,0,14.967
10,85,TRACK,0,0,0.9584,,0,15.944
10,86,TRACK,0,0,0.9626,,0,16.289
10,87,TRACK,0,0,0.9555,,0,15.047
10,88,TRACK,0,0,0.9589,,0,13.775
10,89,TRACK,0,0,0.9532,,0,13.811
10,90,TRACK,1,1,0.9509,0.8689,0,32.502
10,91,TRACK,0,0,0.9551,,0,10.786
10,92,TRACK,0,0,0.9560,,0,17.724
10,93,TRACK,0,0,0.9500,,0,14.752
10,94,TRACK,0,0,0.9502,,0,14.533
10,95,TRACK,0,0,0.9436,,0,13.429
10,96,TRACK,0,0,0.9410,,0,14.089
10,97,TRACK,0,0,0.9458,,0,13.828
10,98,TRACK,0,0,0.9395,,0,14.442
10,99,TRACK,0,0,0.9423,,0,14.613
10,100,TRACK,1,1,0.9424,0.8585,0,31.008
10,101,TRACK,0,0,0.9697,,0,10.961
10,102,TRACK,0,0,0.9682,,0,17.391
10,103,TRACK,0,0,0.9702,,0,17.350
10,104,TRACK,0,0,0.9663,,0,12.079
10,105,TRACK,0,0,0.9600,,0,15.147
10,106,TRACK,0,0,0.9635,,0,12.393
10,107,TRACK,0,0,0.9609,,0,14.040
10,108,TRACK,0,0,0.9634,,0,13.869
10,109,TRACK,0,0,0.9638,,0,15.513
10,110,TRACK,1,1,0.9581,0.8711,0,35.510
10,111,TRACK,0,0,0.9758,,0,12.419
10,112,TRACK,0,0,0.9709,,0,18.565
10,113,TRACK,0,0,0.9700,,0,14.169
10,114,TRACK,0,0,0.9726,,0,16.001
10,115,TRACK,0,0,0.9691,,0,14.376
10,116,TRACK,0,0,0.9704,,0,11.979
10,117,TRACK,0,0,0.9713,,0,15.163
10,118,TRACK,0,0,0.9710,,0,12.763
10,119,TRACK,0,0,0.9699,,0,13.715
10,120,TRACK,1,1,0.9672,0.8950,0,33.151
10,121,TRACK,0,0,0.8811,,0,18.091
10,122,TRACK,0,0,0.8807,,0,12.451
10,123,TRACK,0,0,0.8804,,0,12.801
10,124,TRACK,0,0,0.8800,,0,13.489
10,125,TRACK,0,0,0.8831,,0,14.013
10,126,TRACK,0,0,0.8824,,0,15.856
10,127,TRACK,0,0,0.8829,,0,16.163
10,128,TRACK,0,0,0.8816,,0,15.618
10,129,TRACK,0,0,0.8839,,0,17.259
10,130,TRACK,1,1,0.8805,0.8836,0,30.529
10,131,TRACK,0,0,0.7772,,0,11.213
10,132,TRACK,0,0,0.7760,,0,12.236
10,133,TRACK,0,0,0.7763,,0,13.456
10,134,TRACK,0,0,0.7755,,0,15.153
10,135,TRACK,0,0,0.7742,,0,13.149
10,136,TRACK,0,0,0.7726,,0,15.020
10,137,TRACK,0,0,0.7720,,0,16.170
10,138,TRACK,0,0,0.7733,,0,10.113
10,139,TRACK,0,0,0.7725,,0,15.596
10,140,TRACK,1,1,0.7725,0.9190,0,33.245
10,141,TRACK,0,0,0.9174,,0,11.841
10,142,TRACK,0,0,0.9140,,0,18.274
10,143,TRACK,0,0,0.9124,,0,14.086
10,144,TRACK,0,0,0.9136,,0,15.837
10,145,TRACK,0,0,0.9100,,0,15.646
10,146,TRACK,0,0,0.9129,,0,15.828
10,147,TRACK,0,0,0.9094,,0,11.901
10,148,TRACK,0,0,0.9119,,0,13.973
10,149,TRACK,0,0,0.9073,,0,15.726
10,150,TRACK,1,1,0.9076,0.9653,0,32.111
10,151,TRACK,0,0,0.9262,,0,10.134
10,152,TRACK,0,0,0.9213,,0,18.921
10,153,TRACK,0,0,0.9212,,0,14.407
10,154,TRACK,0,0,0.9214,,0,14.902
10,155,TRACK,0,0,0.9203,,0,13.889
10,156,TRACK,0,0,0.9155,,0,12.502
10,157,TRACK,0,0,0.9193,,0,13.666
10,158,TRACK,0,0,0.9200,,0,15.493
10,159,TRACK,0,0,0.9140,,0,12.640
10,160,TRACK,1,1,0.9129,0.8881,0,41.579
10,161,TRACK,0,0,0.7875,,0,9.421
10,162,TRACK,0,0,0.7877,,0,18.347
10,163,TRACK,0,0,0.7890,,0,14.732
10,164,TRACK,0,0,0.7902,,0,12.116
10,165,TRACK,0,0,0.7876,,0,13.928
10,166,TRACK,0,0,0.7864,,0,16.066
10,167,TRACK,0,0,0.7906,,0,15.393
10,168,TRACK,0,0,0.7897,,0,16.164
10,169,TRACK,0,0,0.7866,,0,23.846
10,170,TRACK,1,1,0.7873,0.9280,0,30.821
10,171,TRACK,0,0,0.9458,,0,12.213
10,172,TRACK,0,0,0.9399,,0,11.444
10,173,TRACK,0,0,0.9441,,0,15.595
10,174,TRACK,0,0,0.9456,,0,14.476
10,175,TRACK,0,0,0.9440,,0,16.337
10,176,TRACK,0,0,0.9329,,0,14.856
10,177,TRACK,0,0,0.9359,,0,16.055
10,178,TRACK,0,0,0.9357,,0,13.224
10,179,TRACK,0,0,0.9372,,0,12.389
10,180,TRACK,1,1,0.9399,0.8842,0,32.828
10,181,TRACK,0,0,0.7968,,0,11.012
10,182,TRACK,0,0,0.7943,,0,12.154
10,183,TRACK,0,0,0.7941,,0,15.406
10,184,TRACK,0,0,0.7971,,0,15.527
10,185,TRACK,0,0,0.7927,,0,16.497
10,186,TRACK,0,0,0.7918,,0,15.399
10,187,TRACK,0,0,0.7910,,0,15.013
10,188,TRACK,0,0,0.7926,,0,16.306
10,189,TRACK,0,0,0.7919,,0,15.718
10,190,TRACK,1,1,0.7905,0.9177,0,35.826
10,191,TRACK,0,0,0.9216,,0,12.127
10,192,TRACK,0,0,0.9167,,0,16.612
