N,frame_id,mode,yolo_ran,refreshed,sim,iou,lost_counter,frame_ms
1,1,DETECT,1,1,,,0,90.162
1,2,TRACK,1,1,0.9866,0.9287,0,68.428
1,3,TRACK,1,1,0.9912,0.9088,0,32.852
1,4,TRACK,1,1,0.9141,0.9313,0,47.229
1,5,TRACK,1,1,0.9180,0.9151,0,33.586
1,6,TRACK,1,1,0.9321,0.9313,0,36.488
1,7,TRACK,1,1,0.9267,0.9083,0,29.006
1,8,TRACK,1,1,0.9404,0.9194,0,34.671
1,9,TRACK,1,1,0.9362,0.8900,0,36.128
1,10,TRACK,1,1,0.9185,0.9270,0,33.182
1,11,TRACK,1,1,0.9003,0.8802,0,34.135
1,12,TRACK,1,1,0.9147,0.9011,0,34.061
1,13,TRACK,1,1,0.9437,0.8742,0,39.373
1,14,TRACK,1,1,0.9455,0.8529,0,33.597
1,15,TRACK,1,1,0.8624,0.9437,0,34.095
1,16,TRACK,1,1,0.9233,0.8941,0,34.705
1,17,TRACK,1,1,0.8991,0.8651,0,36.584
1,18,TRACK,1,1,0.8723,0.9032,0,36.611
1,19,TRACK,1,1,0.9309,0.8987,0,36.391
1,20,TRACK,1,1,0.9116,0.8413,0,34.926
1,21,TRACK,1,1,0.8640,0.9305,0,32.814
1,22,TRACK,1,1,0.9236,0.9131,0,33.281
1,23,TRACK,1,1,0.9257,0.8472,0,35.421
1,24,TRACK,1,1,0.8743,0.9033,0,33.749
1,25,TRACK,1,1,0.9277,0.8875,0,36.025
1,26,TRACK,1,1,0.9161,0.8601,0,32.905
1,27,TRACK,1,1,0.9129,0.8705,0,36.148
1,28,TRACK,1,1,0.9088,0.9031,0,34.121
1,29,TRACK,1,1,0.9211,0.9139,0,32.236
1,30,TRACK,1,1,0.9230,0.8348,0,33.246
1,31,TRACK,1,1,0.9401,0.8861,0,36.168
1,32,TRACK,1,1,0.8739,0.8619,0,33.668
1,33,TRACK,1,1,0.8547,0.8800,0,37.280
1,34,TRACK,1,1,0.9072,0.8794,0,32.379
1,35,TRACK,1,1,0.9034,0.9067,0,35.061
1,36,TRACK,1,1,0.9228,0.8404,0,33.240
1,37,TRACK,1,1,0.9486,0.8781,0,35.691
1,38,TRACK,1,1,0.9408,0.8508,0,34.688
1,39,TRACK,1,1,0.8447,0.8326,0,34.674
1,40,TRACK,1,1,0.9314,0.8621,0,39.046
1,41,TRACK,1,1,0.8831,0.8801,0,36.040
1,42,TRACK,1,1,0.9010,0.8975,0,38.972
1,43,TRACK,1,1,0.9005,0.8792,0,29.725
1,44,TRACK,1,1,0.9359,0.8236,0,38.002
1,45,TRACK,1,1,0.8934,0.9187,0,36.593
1,46,TRACK,1,1,0.9234,0.8955,0,30.456
1,47,TRACK,1,1,0.8924,0.9182,0,34.738
1,48,TRACK,1,1,0.9155,0.8962,0,36.821
