N,frame_id,mode,yolo_ran,refreshed,sim,iou,lost_counter,frame_ms
3,48,TRACK,1,1,0.9096,0.9018,0,32.214
3,49,TRACK,0,0,0.9707,,0,13.186
3,50,TRACK,0,0,0.9617,,0,12.660
3,51,TRACK,1,1,0.9707,0.8877,0,34.069
3,52,TRACK,0,0,0.9344,,0,23.056
3,53,TRACK,0,0,0.9374,,0,14.618
3,54,TRACK,1,1,0.9350,0.8480,0,33.431
3,55,TRACK,0,0,0.8777,,0,13.227
3,56,TRACK,0,0,0.8801,,0,18.848
3,57,TRACK,1,1,0.8781,0.9160,0,39.426
3,58,TRACK,0,0,0.9049,,0,10.567
3,59,TRACK,0,0,0.9019,,0,12.784
3,60,TRACK,1,1,0.9013,0.8897,0,37.409
3,61,TRACK,0,0,0.9037,,0,13.170
3,62,TRACK,0,0,0.9028,,0,17.077
3,63,TRACK,1,1,0.8962,0.9048,0,35.879
3,64,TRACK,0,0,0.9337,,0,8.443
3,65,TRACK,0,0,0.9368,,0,22.080
3,66,TRACK,1,1,0.9323,0.9299,0,35.321
3,67,TRACK,0,0,0.9561,,0,14.003
3,68,TRACK,0,0,0.9591,,0,15.074
3,69,TRACK,1,1,0.9576,0.8964,0,35.148
3,70,TRACK,0,0,0.9153,,0,13.915
3,71,TRACK,0,0,0.9116,,0,15.480
3,72,TRACK,1,1,0.9139,0.8638,0,37.950
3,73,TRACK,0,0,0.9016,,0,13.615
3,74,TRACK,0,0,0.8998,,0,15.296
3,75,TRACK,1,1,0.8963,0.8810,0,33.685
3,76,TRACK,0,0,0.9467,,0,13.253
3,77,TRACK,0,0,0.9487,,0,14.943
3,78,TRACK,1,1,0.9449,0.9315,0,34.025
3,79,TRACK,0,0,0.9174,,0,13.477
3,80,TRACK,0,0,0.9190,,0,14.447
3,81,TRACK,1,1,0.9150,0.9281,0,44.464
3,82,TRACK,0,0,0.9354,,0,9.769
3,83,TRACK,0,0,0.9337,,0,15.357
3,84,TRACK,1,1,0.9324,0.8639,0,34.023
3,85,TRACK,0,0,0.9579,,0,12.394
3,86,TRACK,0,0,0.9582,,0,18.257
3,87,TRACK,1,1,0.9555,0.9057,0,31.290
3,88,TRACK,0,0,0.8552,,0,13.288
3,89,TRACK,0,0,0.8540,,0,11.501
3,90,TRACK,1,1,0.8472,0.9203,0,33.016
3,91,TRACK,0,0,0.9057,,0,10.787
3,92,TRACK,0,0,0.9079,,0,12.469
3,93,TRACK,1,1,0.9032,0.8747,0,33.670
3,94,TRACK,0,0,0.9343,,0,9.233
3,95,TRACK,0,0,0.9267,,0,16.235
3,96,TRACK,1,1,0.9262,0.9413,0,33.412
3,97,TRACK,0,0,0.8610,,0,13.205
3,98,TRACK,0,0,0.8624,,0,11.666
3,99,TRACK,1,1,0.8562,0.8799,0,34.041
3,100,TRACK,0,0,0.9243,,0,14.703
3,101,TRACK,0,0,0.9267,,0,12.372
3,102,TRACK,1,1,0.9240,0.8982,0,35.894
3,103,TRACK,0,0,0.8626,,0,8.801
3,104,TRACK,0,0,0.8612,,0,9.252
3,105,TRACK,1,1,0.8569,0.8451,0,33.510
3,106,TRACK,0,0,0.9067,,0,12.962
3,107,TRACK,0,0,0.9097,,0,14.976
3,108,TRACK,1,1,0.9059,0.8767,0,35.383
3,109,TRACK,0,0,0.9355,,0,12.173
3,110,TRACK,0,0,0.9337,,0,11.038
3,111,TRACK,1,1,0.9285,0.8912,0,34.295
3,112,TRACK,0,0,0.9437,,0,10.774
3,113,TRACK,0,0,0.9478,,0,14.894
3,114,TRACK,1,0,0.9481,,0,32.417
3,115,TRACK,0,0,0.9470,,0,9.028
3,116,TRACK,0,0,0.9406,,0,15.016
3,117,TRACK,1,1,0.9485,0.7652,0,33.661
3,118,TRACK,0,0,0.8379,,0,12.596
3,119,TRACK,0,0,0.8397,,0,17.786
3,120,TRACK,1,1,0.8344,0.8063,0,31.523
3,121,TRACK,0,0,0.8405,,0,13.188
3,122,TRACK,0,0,0.8415,,0,17.647
3,123,TRACK,1,1,0.8395,0.8833,0,33.756
3,124,TRACK,0,0,0.8853,,0,11.946
3,125,TRACK,0,0,0.8888,,0,14.361
3,126,TRACK,1,1,0.8910,0.9212,0,33.800
3,127,TRACK,0,0,0.9177,,0,14.035
3,128,TRACK,0,0,0.9127,,0,15.179
3,129,TRACK,1,1,0.9148,0.9570,0,35.791
3,130,TRACK,0,0,0.8556,,0,11.240
3,131,TRACK,0,0,0.8545,,0,15.249
3,132,TRACK,1,1,0.8523,0.9143,0,33.794
3,133,TRACK,0,0,0.7993,,0,13.300
3,134,TRACK,0,0,0.7952,,0,15.738
3,135,TRACK,1,1,0.7939,0.9382,0,33.593
3,136,TRACK,0,0,0.8599,,0,12.305
3,137,TRACK,0,0,0.8599,,0,9.205
3,138,TRACK,1,1,0.8603,0.9281,0,34.839
3,139,TRACK,0,0,0.9182,,0,12.901
3,140,TRACK,0,0,0.9179,,0,10.086
3,141,TRACK,1,1,0.9173,0.9487,0,30.984
3,142,TRACK,0,0,0.9199,,0,13.667
3,143,TRACK,0,0,0.9180,,0,17.259
3,144,TRACK,1,1,0.9162,0.9149,0,33.583
3,145,TRACK,0,0,0.7942,,0,12.731
3,146,TRACK,0,0,0.7949,,0,15.581
3,147,TRACK,1,1,0.7948,0.9251,0,34.167
3,148,TRACK,0,0,0.9444,,0,12.620
3,149,TRACK,0,0,0.9482,,0,10.998
3,150,TRACK,1,1,0.9461,0.8345,0,30.723
3,151,TRACK,0,0,0.8368,,0,8.546
3,152,TRACK,0,0,0.8318,,0,15.489
3,153,TRACK,1,1,0.8321,0.9013,0,31.468
3,154,TRACK,0,0,0.8658,,0,13.179
3,155,TRACK,0,0,0.8656,,0,16.186
3,156,TRACK,1,1,0.8595,0.9117,0,37.626
3,157,TRACK,0,0,0.9423,,0,9.108
3,158,TRACK,0,0,0.9406,,0,17.827
3,159,TRACK,1,1,0.9394,0.9133,0,29.254
3,160,TRACK,0,0,0.9463,,0,8.894
3,161,TRACK,0,0,0.9460,,0,13.972
3,162,TRACK,1,1,0.9463,0.8467,0,33.423
3,163,TRACK,0,0,0.8349,,0,14.591
3,164,TRACK,0,0,0.8338,,0,14.534
3,165,TRACK,1,1,0.8363,0.8908,0,34.834
3,166,TRACK,0,0,0.9127,,0,12.821
3,167,TRACK,0,0,0.9112,,0,11.951
3,168,TRACK,1,1,0.9039,0.9028,0,33.260
3,169,TRACK,0,0,0.8051,,0,10.528
3,170,TRACK,0,0,0.8050,,0,15.267
3,171,TRACK,1,1,0.8045,0.9356,0,29.333
3,172,TRACK,0,0,0.8809,,0,10.843
3,173,TRACK,0,0,0.8821,,0,14.910
3,174,TRACK,1,1,0.8828,0.8414,0,34.564
3,175,TRACK,0,0,0.7699,,0,9.969
3,176,TRACK,0,0,0.7658,,0,11.899
3,177,TRACK,1,1,0.7675,0.9277,0,33.841
3,178,TRACK,0,0,0.9547,,0,13.372
3,179,TRACK,0,0,0.9502,,0,15.626
3,180,TRACK,1,1,0.9450,0.9187,0,33.408
3,181,TRACK,0,0,0.9445,,0,12.837
3,182,TRACK,0,0,0.9414,,0,15.032
3,183,TRACK,1,1,0.9400,0.9499,0,32.783
3,184,TRACK,0,0,0.8595,,0,10.630
3,185,TRACK,0,0,0.8612,,0,13.768
3,186,TRACK,1,1,0.8618,0.9543,0,32.196
3,187,TRACK,0,0,0.8624,,0,13.244
3,188,TRACK,0,0,0.8617,,0,9.660
3,189,TRACK,1,1,0.8640,0.9780,0,32.690
3,190,TRACK,0,0,0.8583,,0,13.366
3,191,TRACK,0,0,0.8575,,0,15.158
3,192,TRACK,1,1,0.8535,0.9652,0,33.716
